ID,Артикул,Имя,Наличие,Базовая цена
50634,1100008,Щипцы сервировочные нейлоновые 34см,1,83700
50635,1100009,Щипцы сервировочные нейлоновые 26см,0,72000
50636,1100010,Щипцы сервировочные нейлоновые 33см,1,82100
50637,1100030,Теппаньяки 35*57см Geminis,0,1942600
50638,1100032,Терка 4-х сторонняя,1,267700
50639,1100033,Точилка для ножей 3 в 1,1,247600
50640,1100034,Терка 3-х сторонняя 24см,0,130400
50641,1100035,Терка овальная 23см,0,127100
50642,1100038,Терка 4-х сторонняя 23см,0,125600
50643,1100039,Терка 4-х сторонняя пирамида 23см,0,152500
50644,1100054,Форма для запекания круглая с инструментом для нарезания 30*27*5см Perfect Slice,0,219700
50645,1100055,Форма для запекания с инструментом для нарезания 34*30*4см Perfect Slice,0,100000
50646,1100062,"Дуршлаг круглый 19,5см",1,285700
50647,1100068,"Ковш с крышкой 16см 1,6л Manhattan",0,591000
50648,1100069,"Кастрюля с крышкой 20см 3,1л Manhattan",0,703800
50649,1100072,"Сковорода 24см 2,2л Manhattan",0,690100
50650,1100077,Мельница для перца 42*7см Studio,1,570900
50651,1100078,Набор для соли и перца Pyramid,0,376700
50652,1100084,Поршневой заварочный чайник для кофе и чая 800мл,1,393300
50653,1100093,"Сотейник с крышкой 24см 2,7л Bistro",0,531300
50654,1100097,"Набор сковород 3пр диаметром 20см,24см,28см",0,1228400
50655,1100136,Терка 3-х сторонняя 20см,0,133000
50656,1100146,Поршневой заварочный чайник для кофе и чая 350мл,1,283900
50657,1100147,Поршневой заварочный чайник для кофе и чая 600мл,0,360600
50658,1100170,"Ковш с крышкой 1,8л 16см Essentials Zeno",0,652200
50659,1100171,"Кастрюля с крышкой 1,8л 16см Essentials Zeno",0,716200
50660,1100185,"Термос Orion 0,75л",0,312100
50661,1100186,Термос 1л Orion,1,397200
50662,1100187,"Кружка дорожная Orion 0,5л",0,186200
50663,1100188,"Турка Zeno 0,55л",1,428400
50714,1100189,9пр набор для барбекю в фартуке Cubo,1,1074900
50715,1100191,Терка 4-х сторонняя квадратная 22см,1,202700
50716,1100192,Терка 4-х сторонняя пирамида 23см,0,220200
50717,1100193,Терка 4-х сторонняя пирамида 26см,0,146900
50718,1100194,"Терка овальная 15,5см",1,69600
50719,1100196,"Пищевой контейнер для ланча 14,5*21*7см Essentials",1,373200
50720,1100197,Штопор для вина,1,810200
50721,1100229,Вставка-пароварка для кастрюль диаметром 20/24cm Comfort,0,308300
50722,1100231,"Сотейник с крышкой 24см 3,2л Comfort",0,844300
50723,1100232,"Сотейник с крышкой 24см 3,2л с антипригарным покрытием Comfort",0,645800
50724,1100233,"Сковорода 20см 1,2л Comfort",0,554300
50725,1100235,"Сковорода 28см 3,2л Comfort",0,983700
50726,1100236,"Сковорода с антипригарным покрытием 20см 1,2л Comfort",0,807000
50727,1100237,"Сковорода с антипригарным покрытием 24см 2,3л Comfort",0,891900
50728,1100238,"Сковорода 28см 3,2л Comfort",1,1326200
50773,1100242,6пр набор посуды Gourmet,0,1274800
50774,1100243,7пр набор посуды Gourmet,0,1869800
50775,1100244,12пр набор посуды Gourmet,0,2548900
50776,1100852,Баночка дозатор для специй мелкого помола Geminis 4*10см,0,87400
50777,1100869,Баночка дозатор для специй крупного помола Geminis 4*10см,0,85800
50778,1100890,Набор для спагетти 20пр Studio,0,2671600
50779,1101862,Форма для запекания силиконовая &quot,0,100000
50780,1101870,Скороварка 6л VITA,1,2890600
50781,1101871,Скороварка 9л VITA,0,1674600
50825,1101872,Набор скороварок 4+7л VITA,1,4455400
50826,1101908,"Кастрюля с крышкой 2,3л 18см Manhattan",0,620100
50827,1101909,"Кастрюля с крышкой 4,9л 24cм Manhattan",0,845000
50828,1102160,"Пароварка с крышкой 20см 3,9л Zeno",0,775900
50829,1103000,3пр набор для барбекю Essentials,0,622800
50830,1104175,"Чайник со свистком Lucia 2,5л",1,1196200
50831,1104812,"Лопатка треугольная 34,5см Cubo",0,85700
50832,1105369,Штопор 21см Straight,0,250000
50833,1105451,Соковыжималка Zeno,0,431800
50834,1105574,Блюдо сервировочное овальное с тремя сегментами 350х240мм Straight,0,150000
50872,1105710,"Ложка сервировочная 34,5см Straight",0,60000
50873,1106091,6пр набор для барбекю в складной сумке Essentials,0,887000
50874,1106244,"Мельница для соли и перца 19*6,5см Duo",1,303900
50875,1106245,"Мельница для перца 26,5*6см Essentials",1,364200
50876,1106247,"Мельница для перца 5х16,5 см",0,284700
50877,1106251,8пр Набор мисок с резиновым нескользящим дном,0,1624400
50878,1106252,Ложка для кофе с зажимом 17см,0,78500
50918,1106254,2пр набор ножницы в магнитном футляре,1,175900
50919,1106255,"Ножницы кухонные 21,5см Essentials",0,146500
50920,1106256,Ножницы 25см Essentials,0,124800
50921,1106996,Бутылка питьевая с двойными стенками 1л Studio,0,344800
50922,1107034,"Чайник заварочный 1,3л Dorado",1,1017900
50923,1107060,"Заварочный чайник стеклянный 0,9л",0,359900
50924,1107125,"Термос дорожный 0,5л",0,270500
50961,1107126,Термос дорожный 1л,0,433100
50962,1107129,Поршневой заварочный чайник 600мл Essentials,1,430000
50963,1107130,Поршневой заварочный чайник 800мл Essentials,1,421300
50964,1107131,Поршневой заварочный чайник 1000мл Essentials,0,452400
50965,1107132,Пищевой контейнер 850мл Essentials,1,454000
50966,1107133,Термокружка 330мл Essentials,0,282000
51010,1107349,Нож для пиццы 19см Squalo,0,107100
51011,1108002,Щипцы для барбекю 41см Essentials,0,195300
51012,1108003,Лопатка для барбекю 43см Essentials,1,256800
51013,1108004,Кисточка для барбекю 42см Essentials,1,274800
51014,1108005,Вилка для барбекю Essentials,1,203600
51015,1108006,"Нож для барбекю 37,5см Essentials",1,250900
51016,1108007,"Щетка для очистки барбекю 44,5см Essentials",1,269100
51017,1108325,Набор для барбекю 33пр в алюминиевом кейсе Cubo,1,2473200
51063,1109107,Набор формовочных колец для укладки пищи 15пр,0,60000
51064,1109485,"Дуршлаг круглый 22,5см",0,307100
51065,1109499,"Дуршлаг круглый 25,5см",0,350800
51066,1109510,"Лопатка с отверстиями 40,5см Cubo",0,88200
51067,1109527,Шумовка нейлоновая 35см Cubo,0,76100
51068,1110005,Набор посуды 10пр Manhattan,0,5635400
51069,1110936,Набор 7пр кухонных принадлежностей Orion,0,875400
51070,1204030,Набор детских столовых приборов 3пр Circus,1,300700
51071,1204031,Набор детских столовых приборов 3пр Swipswap,0,217100
51072,1204032,Набор детских столовых приборов 3пр Folio Kids,1,245000
51115,1204050,4пр набор столовых приборов золотого цвета,1,511400
51116,1204051,4пр набор столовых приборов цвета чёрный с золотом,1,539200
51117,1212015,25пр набор столовых приборов Alteo,0,1150000
51118,1212016,25пр набор столовых приборов Sereno,0,1162000
51119,1212030,12пр набор столовых вилок Pure,0,352200
51120,1212032,12пр набор столовых ложек Pure,0,348300
51121,1212034,12пр набор чайных ложек Pure,0,253300
51122,1230500,Набор столовых приборов 30пр Essence,1,1345700
51123,1230501,Набор столовых приборов 30пр Line,0,1514000
51124,1230502,Набор столовых приборов 30пр Heritage,0,2413500
51169,1230503,Набор столовых приборов 30пр Folio,0,1698600
51170,1230505,Набор столовых приборов 30пр Waterfall,0,1479500
51171,1272605,Набор столовых приборов 72пр Essence,1,5073100
51172,1272606,Набор столовых приборов 72пр Waterfall,0,3341800
51173,1272607,"Набор столовых приборов из 72 предметов,  нержавеющая сталь",1,5617100
51174,1272608,Набор столовых приборов 72пр Finesse,0,5120000
51175,1272611,Набор столовых приборов 72пр Line,1,3355700
51176,1301052,Нож для выемки сердцевины яблока Essentials Duet,0,88800
51177,1301053,Открывалка для бутылок Essentials Duet,0,68700
51178,1301054,Вилка для мяса Essentials Duet,1,119800
51222,1301055,Лопатка для переворачивания Essentials Duet,1,174100
51223,1301056,Молоток для мяса Essentials Duet,1,413700
51224,1301057,Сервировочная вилка для спагетти Essentials Duet,1,164500
51225,1301058,Нож для пиццы Essentials Duet,1,85200
51226,1301059,Пресс для картофеля Essentials Duet,1,192200
51227,1301060,Ложка для риса Essentials Duet,1,129000
51228,1301062,Ложка сервировочная Essentials Duet,1,163800
51229,1301063,Шумовка Essentials Duet,0,178100
51230,1301064,Половник для супа Essentials Duet,1,192100
51272,1301065,Лопатка для переворачивания с отверстиями Essentials Duet,1,181200
51273,1301066,Венчик Essentials Duet,0,110000
51274,1301067,Пресс для чеснока 19см Essentials Duet,0,213500
51275,1301072,Лопатка для теппаньяки Essentials Duet,1,132600
51276,1301073,Нож для хлеба Gourmet 23см,1,467600
51277,1301074,Нож для чистки кованый 9см,0,115600
51278,1301076,Нож универсальный кованый,0,161800
51279,1301079,Нож сантоку с отверстиями в лезвии 18см Essentials,1,167400
51280,1301080,"Нож сантоку 12,5см",1,126300
51281,1301083,"Нож сантоку 12,5см Essentials",0,103100
51282,1301086,Топорик кухонный 17см Essentials,1,171300
51352,1301087,Нож сантоку 17см,0,132700
51353,1301089,Ножницы для птицы,1,232700
51354,1301090,6пр набор ножей для стейка Eclipse,1,283400
51355,1301095,Нож поварской 20см Gourmet,1,887900
51356,1301097,Нож для чистки гибкий 9см Gourmet,1,413800
51357,1301100,Нож универсальный гибкий 15см Gourmet,0,473300
51358,1301101,Мусат 20см Gourmet,1,612700
51407,1301105,Штопор,1,294800
51408,1301106,Орехокол,1,263700
51409,1301107,Пресс для чеснока,0,274500
51410,1301108,Открывалка для бутылок,0,114700
51411,1301109,Пиллер,0,163400
51412,1301110,Половник,1,251800
51413,1301111,Шумовка,0,220100
51414,1301112,Лопатка для переворачивания с отверстиями,1,271300
51415,1301113,Ложка для спагетти,1,259100
51416,1301115,Ложка сервировочная,1,256800
51417,1302103,Шеф нож 20см Everslice,0,336800
51418,1302104,Клиновидный гибкий филеровочный нож 23см Everslice,0,304900
51419,1302105,Зазубренный охотничий нож 30см Everslice,0,349900
51420,1302106,Гибкий филеровочный нож 23см Everslice,1,491600
51421,1302107,Зазубренный филеровочный нож 18см Everslice,0,263300
51422,1302109,"Топор 30,5см Everslice",0,395600
51423,1303005,3пр набор ножей с покрытием от налипания,0,373400
51424,1303050,3пр набор ножей,1,415100
51425,1306210,Набор ножей 6пр Eclipse hollow,0,981400
51426,1307010,7пр набор кухонных принадлежностей,0,2076900
51427,1307025,7пр набор ножей Quadra,0,665000
51468,1307030,7пр набор ножей Quadra Duo,0,888600
51469,1307140,Набор ножей 7пр Geminis,0,1332200
51470,1307141,Нож универсальный 12см Gourmet,0,376300
51471,1307142,Нож разделочный 20см Gourmet,0,489000
51472,1307143,Набор ножей 6пр Essentials,0,1028100
51473,1307144,Набор ножей 15пр кованные,1,2403900
51474,1307146,Набор ножей 20пр кованные,1,3028000
51475,1307154,"Топор кухонный с рукоятью из темного дерева 16,5см",0,269200
51476,1307155,Нож для мяса с рукоятью из темного дерева 20см,0,174700
51477,1307159,"Нож сантоку с рукоятью из темного дерева 17,5см",0,186500
51478,1307161,Ножницы для разделки птицы с рукоятью из темного дерева,1,310600
51479,1307170,Набор ножей 7пр Dark Wood,0,1418800
51480,1308010,Набор ножей 8пр,1,2133700
51533,1308037,Набор ножей 8пр Cancavo,1,2546700
51534,1308055,8пр набор кухонных принадлежностей Essentials Duet,0,1610000
51535,1309010,Набор ножей 9пр Dark Wood,0,1824900
51536,1399487,Нож сантоку 18см Gourmet,1,710500
51537,1399510,Нож для чистки 7см Gourmet,1,405300
51538,1399692,Нож сантоку 18см Gourmet,1,725000
51539,1399784,Нож универсальный 15см Gourmet,0,480200
51540,1399843,Нож для ветчины/лосося Gourmet 15см,0,281400
51541,1693170,Тарелка 280мм Concavo,0,60000
51542,1693224,Тарелка для пасты 280мм Concavo,0,100000
51543,1693255,"Кофейник 1,2л Concavo",0,421300
51544,1694050,3пр фарфоровый набор (белый),0,240700
51545,1694051,3пр фарфоровый набор (розовый),0,271500
51546,1697001,"Блюдо для запекания овальное большое Gem 41,5*27*8см",1,765800
51547,1697002,"Блюдо для запекания овальное маленькое Gem 33,5*24,5*7,5см",1,482000
51587,1697003,"4пр набор форм порционных для крем брюле Gem 12,5x12,5x3,5см",1,402300
51588,1697004,"4пр набор форм порционных больших Gem 10*10*5,5см",1,365100
51589,1697005,"4пр набор форм порционных средних Gem 9*9*5,5см",1,235600
51590,1697006,"4пр набор форм порционных маленьких Gem 9*9*4,5см",1,257400
51591,1697007,"Блюдо для запекания прямоугольное большое Gem 35,5*23,5*7см",1,486000
51592,1697008,Блюдо для запекания прямоугольное маленькое Gem 27*17*7см,0,291000
51593,1697009,Блюдо для запекания круглое большое Gem 32*28*7см,1,606300
51628,1697010,Блюдо для запекания круглое маленькое Gem 24.5*21*5.5см,1,351000
51629,1697011,Блюдо для запекания квадратное большое Gem 28*24.5*5.5см,1,505700
51630,1697012,Блюдо для запекания квадратное маленькое Gem 24.5*20*5.5см,1,327100
51631,1698001,3пр набор тарелок белый,0,474100
51632,1698002,3пр набор тарелок чёрный,1,739600
51657,1698003,Глубокая сервировочная тарелка с миской белые,1,500700
51658,1698004,Глубокая сервировочная тарелка с миской черные,1,543100
51659,1698005,3пр набор для кофе и чая белый,0,212900
51700,1698006,3пр набор для кофе и чая чёрный,0,253200
51701,1701603,Набор 6пр бокалов для бордо 650мл Chateau (продаётся поштучно),0,78100
51702,1701605,Набор 6пр бокалов для ликера 100мл Chateau (продаётся поштучно),0,25000
51748,2304905,"Сотейник с крышкой 4,3л 28см Virgo",0,973600
51749,2304911,Сковорода-гриль 24см 3л Virgo Orange,0,628700
51750,2304912,"Сковорода-гриль 28см 4,3л Virgo Orange",0,749700
51751,2304936,"Сковорода 20см 1,3л Virgo Orange",0,423400
51752,2307227,"Ковш с крышкой 20см 2,7л Scala",0,450000
51753,2307300,"Сковорода 20см 1,1л Gem",1,761900
51754,2307301,"Сковорода 24см 1,7л Gem",0,850800
51755,2307302,"Сковорода 28см 2,3л Gem",0,1036000
51756,2307303,"Сотейник с крышкой 24см 3,2л Gem",0,1155400
51757,2307305,"Сотейник с крышкой 28см 4,4л Gem",1,1442100
51758,2307306,"Сковорода-гриль 24см 2,4л Gem",1,1141100
51759,2307307,"Сковорода-гриль 28см 5,5л Gem",1,1397400
51796,2307308,"Ковш с крышкой 18см 1,8л Gem",0,765500
51797,2307309,"Кастрюля с крышкой 20см 2,8л Gem",0,1049300
51798,2307310,"Кастрюля с крышкой 24см 4,9л Gem",1,1450000
51799,2307311,"Кастрюля с крышкой 28см 7,3л Gem",1,1706000
51800,2307313,"Глубокая сковорода-вок 24см 2,9л Gem",0,1032400
51801,2307314,"Глубокая сковорода-вок 28см 3,9л Gem",1,1302100
51802,2307315,Сковорода блинная 24см Gem,0,787300
51803,2307316,"Вок китайский с крышкой 32см 5,4л Gem",1,1951100
51804,2307320,"Сковорода 32см 3,2л Gem",0,1272500
51850,2307351,"Кастрюля чугунная с крышкой 24см 4,4л Gem",0,1122700
51851,2307353,"Кастрюля чугунная овальная с крышкой 27*22см 4,1л Gem",0,1074500
51852,2307356,Крышка стеклянная 20см GEM,1,281100
51853,2307357,Крышка стеклянная 24см GEM,0,329600
51854,2307358,Крышка стеклянная 28см GEM,0,403300
51855,2307400,"Кастрюля с крышкой 16см 1,5л Gem red",1,1073200
51856,2307401,"Кастрюля с крышкой 20см 2,8л Gem red",1,1233800
51857,2307402,"Кастрюля с крышкой 24см 4,7л Gem red",1,1696100
51858,2307403,"Кастрюля с крышкой 28см 7,3л Gem red",1,2225400
51859,2307404,"Сотейник с крышкой 24см 3,3л Gem red",0,1515700
51860,2307405,"Сотейник с крышкой 28см 4,6л Gem red",1,1880800
51903,2307406,"Сотейник с двумя ручками с крышкой 24см 3,3л Gem red",1,1482300
51904,2307408,"Сотейник с двумя ручками с крышкой 26см 3,9л Gem red",1,1629200
51905,2307409,"Сковорода 20см 1,1л Gem red",0,467500
51906,2307412,"Сковорода гриль 24см 2,3л Gem red",1,1061400
51907,2307415,"Сковорода гриль 28см 3,2л Gem red",0,814000
51908,2307416,"Кастрюля 1,5л с крышкой 16см Gem grey",0,1200900
51909,2307417,"Кастрюля с крышкой 20см 2,8л Gem grey",0,1175800
52054,2307418,"Кастрюля с крышкой 24см 4,7л Gem grey",0,1702600
52093,2307419,"Кастрюля с крышкой 28см 7,3л Gem grey",1,2225400
52094,2307420,"Сотейник с крышкой 24см 3,3л Gem grey",1,1722100
52095,2307421,"Сотейник с крышкой 28см 4,6л Gem grey",1,2227900
52139,2307422,"Сотейник с двумя ручками с крышкой 24см 3,3л Gem grey",1,1725800
52140,2307423,"Сотейник с двумя ручками с крышкой 28см 4,6л Gem grey",1,2136400
52141,2307425,"Сковорода 20см 1,1л Gem grey",0,787400
52142,2307427,"Сковорода 24см 1,7л Gem grey",0,877000
52183,2307428,"Сковорода гриль 24см 2,3л Gem grey",1,1125800
52184,2307430,"Сковорода 28см 2,4л Gem grey",0,979500
52185,2415497,"Решетка для гриля на второй уровень 33*39,5*11см",1,1162000
52186,2415600,Барбекю настольный (белый) 35*35*22см,1,3995300
52227,2415601,Барбекю настольный (черный) 35*35*22см,1,3995300
52228,2415700,Керамический уличный гриль большой 135*58*120см (серый),1,26917600
52229,2415706,Керамический гриль средний 52*54*50см,1,12806000
52270,2800016,"Лопатка с отверстиями 34,5см CooknCo Duet",0,40000
52271,2800111,Набор для приготовления салата 24*27см CooknCo,0,367900
52272,2800112,"Набор для салата с терками o26,5см CooknCo",0,412700
52273,2800115,"Набор терок 12*10,5*24см CooknCo",0,212600
52310,2800116,Терка ручная 33*11*2см CooknCo,0,224400
52311,2800379,Нож поварской кованый 20см CooknCo,0,126000
52312,2800393,Нож для хлеба 20см CooknCo,0,104200
52313,2801703,"Пищевой контейнер 0,35л CooknCo",0,212100
52314,3501107,"Емкость для хранения сыпучих продуктов 0,5л 8,5*11см Neo",1,246000
52315,3501978,Доска разделочная бамбуковая 45*30*4см Neo,0,662800
52352,3700026,Набор столовых приборов 30пр Eclipse,0,530000
52353,3700068,Емкость для хранения сыпучих продуктов с отвертиями Eclipse,1,460700
52354,3700071,Емкость для макарон 10*30см Eclipse,1,344000
52355,3700124,"Сковорода Eclipse 24см 1,5л (светло-зеленая)",0,282200
52356,3700306,"Сотейник с крышкой 26см 3,3л Eclipse black and white",0,712300
52357,3700307,"Сотейник с 2мя ручками с крышкой 26см 3,3л Eclipse black and white",0,697600
52358,3700309,Кастрюля с крышкой 20см 3л Eclipse black and white,0,590500
52359,3700310,"Кастрюля с крышкой 24см 4,6л Eclipse black and white",0,754300
52360,3700312,"Вок 28см 3,4л Eclipse black and white",0,583000
52361,3700470,"Графин стеклянный для воды 1,2л Eclipse",0,250000
52362,3700471,"Графин стеклянный для чая 1,2л Eclipse",1,807700
52363,3700472,"Графин стеклянный для холодных напитков 1,2л Eclipse",1,562300
52364,3705001,Набор 2пр тарелок круглых 22см Eclipse ornament,0,309700
52365,3705002,Набор 2пр тарелок круглых 25см Eclipse ornament,0,480100
52366,3705003,Набор 2пр тарелок круглых 28см Eclipse ornament,0,492600
52367,3705007,"Набор 2шт чашек для чая с блюдцем 0,24л Eclipse ornament",0,264500
52368,3705102,"Набор 3пр (масленка, солонка, перечница) Eclipse ornament",0,243500
52369,3900001,Нож поварской 19см Ron,0,398900
52370,3900002,Нож поварской 13см Ron,0,296700
52371,3900003,Нож сантоку 16см Ron,0,296900
52372,3900004,Нож для мяса 19см Ron,1,421700
52373,3900008,"Нож для очистки 8,5см Ron",1,371100
52374,3900011,Нож поварской 19см Ron,0,332200
52375,3900012,Нож поварской 13см Ron,0,337100
52376,3900013,Нож сантоку 16см Ron,0,361400
52377,3900014,Нож для мяса 19см Ron,0,325100
52378,3900016,Нож для выемки костей 15см Ron,0,100000
52379,3900018,"Нож для очистки 8,5см Ron",0,260000
52380,3900019,Органайзер для хранения ножей 30см Ron,0,273700
52381,3900020,"Органайзер для хранения ножей 38,5см Ron",0,286400
52425,3900039,"Кастрюля чугунная овальная с крышкой 22*28см 5,2л (черная) Ron",0,1767500
52426,3900041,"Сковорода чугунная 26см 2,5л (черная) Ron",0,1153900
52427,3900042,"Ковш чугунный 18см 1,7л (зеленый) Ron",0,250000
52428,3900043,"Сотейник чугунный с двумя ручками 28см 3,3л (зеленый) Ron",1,2053200
52429,3900044,"Кастрюля чугунная овальная с крышкой 22*28см 5,2л (зеленая) Ron",1,2794400
52430,3900045,"Кастрюля чугунная овальная с крышкой 24см 4,2л (зеленая) Ron",0,1835200
52431,3900046,"Сковорода чугунная 26см 2,5л (зеленая) Ron",0,1376700
52432,3900047,Чайник 2в1 для плиты и заварочный 1л (металл) Ron,0,987600
52433,3900048,Чайник 2в1 для плиты и заварочный 1л (белый) Ron,0,1295600
52475,3900050,Миска с крышкой o24см Ron,0,362500
52476,3900051,Вставка-пароварка 24см Ron,1,578500
52477,3900057,Нож универсальный 13см Ron,0,321300
52478,3900058,Нож универсальный 13см Ron,0,321900
52479,3900060,"Доска мультифункциональная 2-сторонняя 22*38*2,5см Ron",0,297600
52480,3900061,Доска мультифункциональная 2-сторонняя 36*30*2см Ron,0,630300
52481,3900062,Колода деревянная Ron,1,754100
52482,3900065,"Мусат 39,5см Ron",1,479300
52483,3900066,Доска разделочная двусторонняя 30*26см Ron,0,545000
52484,3900070,2пр набор ножей универсальный,0,639200
52485,3900150,3пр Набор ножей с деревянной ручкой Ron,0,606900
52524,3904108,4пр Набор ножей для стейка с деревянной ручкой Ron,0,531700
52525,3950000,"Органайзер для ножей и кухонных принадлежностей 24*14,5см Leo",0,440200
52526,3950001,Горизонтальный пиллер для чистки овощей (с инструментом для цедры) Leo,0,112700
52527,3950003,Горизонтальный пиллер для чистки овощей зубчатый Leo,0,102400
52528,3950005,"Пиллер вертикальный с пластиковой ручкой 17,5см Leo",0,78200
52529,3950006,"Пиллер вертикальный с деревянной ручкой 17,5см Leo",0,95300
52530,3950007,Пресс для равиоли с пластиковой ручкой 13*8*8см Leo,1,114900
52571,3950008,Пресс для равиоли с деревянной ручкой 13*8*8см Leo,0,103000
52572,3950009,"Пресс для мини равиоли с пластиковой ручкой 11,5*5*5см Leo",1,95300
52573,3950010,"Пресс для мини равиоли с деревянной ручкой 11,5*5*5см Leo",1,160500
52574,3950011,Ручной пресс для цитрусовых 13*7см Leo,1,117700
52575,3950013,"Ложка для мороженного 18,5см Leo",1,206400
52576,3950014,"Пресс для картофеля 23,5*8,5см Leo",0,165500
52577,3950016,Венчик с пластиковой ручкой 28см Leo,0,154600
52578,3950017,Венчик с деревянной ручкой 28см Leo,0,149700
52615,3950018,Молоток для отбивания мяса 17см Leo,1,313700
52616,3950020,Набор шинковок o13см Leo,1,377900
52617,3950024,"Доска для пиццы 45,5*34*1см Leo",1,448600
52618,3950025,Нож для пиццы 30см Leo,1,306400
52619,3950026,"Лопатка 10,5см Leo",1,111900
52620,3950028,"Форма для запекания круглая 26*26*5,5см 2л Leo",0,125600
52621,3950032,Ступка маленькая с пестиком и крышкой Leo,1,396600
52662,3950033,Ступка большая с пестиком Leo,1,392000
52663,3950037,Нож для хлеба 23см Leo (серый),1,220400
52664,3950038,Нож сантоку 17см Leo (серый),1,233200
52665,3950039,Поварской нож 19см Leo (серый),1,228100
52666,3950040,Нож для мяса 19см Leo (серый),1,155300
52667,3950041,Поварской нож маленький 14см с отверстиями для очистки розмарина Leo (серый),1,137300
52668,3950042,Вилка для мяса 17см Leo (серая),1,127200
52669,3950043,Нож для овощей и цедры 11см Leo (серый),1,195000
52706,3950044,Нож для сыра 13см Leo (серый),1,189400
52707,3950045,"Нож универсальный зазубренный 11,5см Leo (серый)",1,162700
52708,3950046,Нож для стейка (4шт),1,600400
52709,3950047,Нож для пиццы Leo,1,155100
52710,3950048,Силиконовый венчик Leo (оранжевый),0,218100
52711,3950050,"Нож для очистки 8,5см Leo (серый)",0,111800
52712,3950052,"Емкость для хранения сыпучих продуктов с бамбуковой крышкой 11*13,5см Leo",1,176800
52755,3950053,Емкость для хранения сыпучих продуктов с крышкой 12*10см,0,111300
52756,3950054,Емкость для хранения сыпучих продуктов с бамбуковой крышкой 15*8см Leo,1,254100
52757,3950055,Миска с крышкой 22*22*11см Leo,0,100000
52758,3950056,Миска с крышкой 24*24*9см Leo,0,100000
52759,3950058,"Доска разделочная бамбуковая с тарелкой 36,5*2см Leo",1,646600
52760,3950059,Менажница Leo,0,247500
52761,3950068,"Набор 2пр для сервировки салата нейлоновый 30,5см Leo (розовый)",1,168000
52762,3950076,Набор 4пр щипцов для гриля 28см Leo,1,234700
52763,3950077,"Набор 2пр мисок сервировочных (2,3л и 3,5л) Leo",0,244000
52764,3950078,Набор 2пр мисочек 16*6см Leo,0,193400
52765,3950085,"Доска разделочная бамбуковая 37*27*1,5 Leo",0,473400
52766,3950086,Доска разделочная бамбуковая 28*20*2 Leo,0,207300
52806,3950087,"Длинная бамбуковая разделочная доска 44*10*1,5 Leo",1,208000
52807,3950088,"Доска разделочная бамбуковая (с углом) 41*30,5*4см Leo",1,686000
52808,3950091,"Подставка для ложки, половника, планшета 12,5*4см Leo (розовая)",1,227100
52809,3950095,Набор 2пр для нарезки Leo,1,343300
52810,3950096,Миска для салата (24*10см) с сервировочными приборами (30*6см) Leo,0,487400
52811,3950099,"Сервировочная ложка нейлоновая 32,5см Leo (серая)",1,171400
52812,3950100,Сервировочная ложка для спагетти нейлоновая 31см Leo (серая),1,96400
52813,3950101,"Набор 2пр для сервировки салата нейлоновый 30,5см Leo (серый)",1,173000
52814,3950102,"Половник силиконовый 31,5см Leo (серый)",0,172300
52815,3950103,Шумовка нейлоновая 32см Leo (серая),1,182700
52857,3950105,"Нож для очистки 8,5см Leo (синий)",1,160800
52858,3950106,Нож поварской 14см Leo (серый),1,207800
52859,3950107,Нож для овощей и цедры 11см Leo (мятного цвета),1,181800
52860,3950108,Нож для сыра 13см Leo (розовый),1,190400
52861,3950109,Нож сантоку 17см Leo (мятного цвета),1,188100
52862,3950110,Нож для мяса 19см Leo (розовый),1,218200
52863,3950111,Нож поварской 19см Leo (розовый),1,228600
52864,3950112,Набор 2пр для сервировки салата деревянные 30см Leo,0,160400
52865,3950114,"Нож универсальный зазубренный 11,5см Leo (синий)",1,168600
52866,3950115,Нож для хлеба 23см Leo (мятного цвета),1,217800
52904,3950116,Набор ложек для сервировки из бамбука Leo,0,156700
52905,3950117,"Универсальная колода для ножей Leo 23*23,5*8см",0,486600
52906,3950118,Бутылочка дозатор для масла Leo,1,392300
52907,3950119,Пиллер для чистки овощей горизонтальный (с мелкими зубчиками) Leo,0,85400
52908,3950120,Стеклянный контейнер для спагетти Leo,1,230000
52909,3950121,Бутылка для воды 500мл Leo,1,219600
52910,3950122,Двойной контейнер для ланча Leo,1,268200
52948,3950123,Дорожная кружка фарфоровая 330мл Leo,1,238500
52949,3950124,Термокружка 330мл розовая Leo,1,368900
52950,3950125,3пр Набор стеклянных контейнеров для хранения Leo,1,360000
52951,3950126,Набор 2пр пищевых контейнера Leo,1,397200
52952,3950129,Набор 5пр пищевых контейнеров с герметизирующей крышкой Leo,0,787900
52953,3950130,Набор столовых приборов 3пр в чехле Leo,0,219100
52995,3950133,Пищевой контейнер с эффектом термоса 500мл Leo (серый),1,379500
52996,3950134,Пищевой контейнер с эффектом термоса 750мл Leo (синий),1,463700
52997,3950137,Контейнер для хранения продуктов стеклянный с мерной ложкой 1л Leo,1,305900
52998,3950140,"Термос дорожный 0,5л Leo (розовый)",1,397200
52999,3950141,Контейнер для пищевых продуктов с герметизирующей крышкой XL Leo,1,333800
53000,3950142,"Контейнер для пищевых продуктов с герметизирующей крышкой 0,4л Leo",0,147700
53001,3950143,"Контейнер для пищевых продуктов с герметизирующей крышкой 1,0л",0,210100
53002,3950144,"Контейнер для пищевых продуктов с герметизирующей крышкой 1,6л",0,245900
